Mark-to-Market Performance Summary,Data,Stocks,IBM,5,0,242.3900,--,-61.32,-7.24,-2.02454383,6.34,-64.24454383
Mark-to-Market Performance Summary,Data,Stocks,JPM,0,12,--,353.5100,127.98,-14.28,-2.000036,6.75,118.449964
Mark-to-Market Performance Summary,Data,Stocks,LLY,3,4.7,919.7700,"1,123.9100",570.042,7.938,-1.0000051,3.89,580.8699949
Mark-to-Market Performance Summary,Data,Stocks,LRCX,30,0,213.6600,--,4185.3,324.6,-1.23088582,11.7,4520.36911418
Mark-to-Market Performance Summary,Data,Stocks,META,0,6.4,--,613.4800,345.656,57.778,-2.0000192,0,401.4339808
Mark-to-Market Performance Summary,Data,Stocks,MSFT,3,6,370.1700,493.9500,747.48,-23.04,-1.000009,2.05,725.489991
Mark-to-Market Performance Summary,Data,Stocks,MU,0,1.7,--,"1,000.2600",301.289,-88.304,-1.0000051,0,211.9849949
Mark-to-Market Performance Summary,Data,Stocks,NFLX,12,0,96.1500,--,-248.79,1.083,-3.02104152,0,-250.72804152
Mark-to-Market Performance Summary,Data,Stocks,NOVOBc,0,30,--,292.0000,-107.43882,8.25336,-7.48916,12.7161879,-93.9584321
Mark-to-Market Performance Summary,Data,Stocks,NVDA,0,15,--,225.7300,461.4,19.8,-1.000045,0,480.199955
Mark-to-Market Performance Summary,Data,Stocks,PICK,0,80,--,66.1300,660,-46.4,-1.00024,0,612.59976
Mark-to-Market Performance Summary,Data,Stocks,POW,0,115,--,26.4900,-104.8725,-104.7775,-2.000345,0,-211.650345
Mark-to-Market Performance Summary,Data,Stocks,PRYm,0,15,--,128.5000,201.923325,-9.39345,-7.423672,0,185.106203
Mark-to-Market Performance Summary,Data,Stocks,QUTM,0,75,--,25.4700,-70.075146,-8.1396,-3.4272,0,-81.641946
Mark-to-Market Performance Summary,Data,Stocks,RACE,0,10,--,405.9400,280.85,-24.47,-3.00003,0,253.37997
Mark-to-Market Performance Summary,Data,Stocks,RHM,0,2,--,"1,051.8000",169.85223,-8.33938,-6.8415,0,154.67135
Mark-to-Market Performance Summary,Data,Stocks,RYAAY,0,45,--,54.3700,-440.1,7.65,-1.000135,0,-433.450135
Mark-to-Market Performance Summary,Data,Stocks,SE,0,33,--,113.3300,326.96,61.85,-3.000099,0,385.809901
Mark-to-Market Performance Summary,Data,Stocks,SHELL,194,194,40.2300,41.0150,154.914723,0,0,0,154.914723
Mark-to-Market Performance Summary,Data,Stocks,SHELL.2DR,0,194,--,--,0,0,0,0,0
Mark-to-Market Performance Summary,Data,Stocks,SHELL.DvR,0,0,--,--,0,0,0,74.916898,74.916898
Mark-to-Market Performance Summary,Data,Stocks,SIE,7,7,205.7000,272.5000,548.92089,0,0,0,548.92089
Mark-to-Market Performance Summary,Data,Stocks,SPOT,0,8.5,--,528.6400,490.725,24.99,-4.0000255,0,511.7149745
Mark-to-Market Performance Summary,Data,Stocks,SU,0,13,--,299.6000,409.048555,19.77344,-26.380155,0,402.44184
Mark-to-Market Performance Summary,Data,Stocks,TCEHY,0,51,--,55.2500,-54.45,6.63,-2.00000153,0,-49.82000153
Mark-to-Market Performance Summary,Data,Stocks,TGT,30,0,121.2000,--,551.1,72.9,-1.093696,25.65,648.556304
Mark-to-Market Performance Summary,Data,Stocks,TIP,39,0,110.3600,--,-33.54,2.73,-1.09575054,53.76,21.85424946
Mark-to-Market Performance Summary,Data,Stocks,TSM,45,45,337.9500,439.0000,4547.25,0,0,66.77,4614.02
Mark-to-Market Performance Summary,Data,Stocks,URA,24,0,48.4300,--,-108.24,32.64,-1.02713843,0,-76.62713843
Mark-to-Market Performance Summary,Data,Stocks,UUl,0,330,--,13.2900,-135.80325,18.52513,-38.0489321,0,-155.3270521
Mark-to-Market Performance Summary,Data,Stocks,VHT,0,7,--,314.6100,-81.62,-10.5,-1.000021,0,-93.120021
Mark-to-Market Performance Summary,Data,Total,,,,,,21385.719243845,451.423458955,-210.842606454,669.1812563,22295.481352646
Mark-to-Market Performance Summary,Data,Forex,DKK,255.13,82.130000001,0.15464,0.1555,25.3351331,1.638157,0,0,26.9732901
Mark-to-Market Performance Summary,Data,Forex,EUR,1032.518925,0,1.1553,1.1624,251.87673962,0,0,0,251.87673962
Mark-to-Market Performance Summary,Data,Forex,GBP,0,0,--,1.3540,87.091954,0,0,0,87.091954
Mark-to-Market Performance Summary,Data,Forex,HKD,3851.356177123,35875.305548623,0.12755,0.12753,-0.38614065,0,0,0,-0.38614065
Mark-to-Market Performance Summary,Data,Forex,JPY,21443.999999966,989835.502999966,0.0063004,0.0064935,289.05833707,-0.035637,0,0,289.02270007
Mark-to-Market Performance Summary,Data,Forex,TWD,0,-0.000000006,--,0.031725,11.146273,0.354981,0,0,11.501254
Mark-to-Market Performance Summary,Data,Forex,USD,38.467992361,225.663780023,1.0000,1.0000,0,9.508193,0,0,9.508193
Mark-to-Market Performance Summary,Data,Total,,,,,,664.12229614,11.465694,0,0,675.58799014
Mark-to-Market Performance Summary,Data,Total (All Assets),,,,,,22049.841539985,462.889152955,-210.842606454,669.1812563,22971.069342786
Mark-to-Market Performance Summary,Data,Broker Interest Paid and Received,,,,,,,,,,87.7687196
Mark-to-Market Performance Summary,Data,Other Fees,,,,,,,,,,-0.01654279
Mark-to-Market Performance Summary,Data,Advisor Fees,,,,,,,,,,-2261.8
Total P/L for Statement Period,,,,,,,,,,,,20797.021519596
Realized & Unrealized Performance Summary,Header,Asset Category,Symbol,Cost Adj.,Realized S/T Profit,Realized S/T Loss,Realized L/T Profit,Realized L/T Loss,Realized Total,Unrealized S/T Profit,Unrealized S/T Loss,Unrealized L/T Profit,Unrealized L/T Loss,Unrealized Total,Total,Code
Realized & Unrealized Performance Summary,Data,Stocks,2890,0,0,0,0,0,0,80.794485946,-0.002839546,0,0,80.7916464,80.7916464
Realized & Unrealized Performance Summary,Data,Stocks,2914.T,0,0,0,1448.308966368,0,1448.308966368,0,0,0,0,0,1448.308966368
Realized & Unrealized Performance Summary,Data,Stocks,3069,0,0,-150.157922391,0,0,-150.157922391,0,0,0,0,0,-150.157922391
Realized & Unrealized Performance Summary,Data,Stocks,3110,0,22.083484495,0,0,0,22.083484495,0,0,0,0,0,22.083484495
Realized & Unrealized Performance Summary,Data,Stocks,3416,0,0,-272.451554021,0,0,-272.451554021,0,0,0,0,0,-272.451554021
Realized & Unrealized Performance Summary,Data,Stocks,4543.T,0,0,0,0,0,0,133.73051562,0,0,0,133.73051562,133.73051562
Realized & Unrealized Performance Summary,Data,Stocks,4568.T,0,0,-597.123104184,0,-710.346040128,-1307.469144312,0,0,0,0,0,-1307.469144312
Realized & Unrealized Performance Summary,Data,Stocks,7203.T,0,146.1139335,0,0,0,146.1139335,0,0,0,0,0,146.1139335
Realized & Unrealized Performance Summary,Data,Stocks,AAFl,0,0,0,0,0,0,105.6165359,0,0,0,105.6165359,105.6165359
Realized & Unrealized Performance Summary,Data,Stocks,AEP,0,205.17016262,0,0,0,205.17016262,0,0,0,0,0,205.17016262
Realized & Unrealized Performance Summary,Data,Stocks,ANET,0,0,0,0,0,0,240.639964,0,0,0,240.639964,240.639964
Realized & Unrealized Performance Summary,Data,Stocks,APH,0,0,0,0,0,0,52.399964,0,0,0,52.399964,52.399964
Realized & Unrealized Performance Summary,Data,Stocks,ASML,0,0,0,0,0,0,0,0,6251.599568,0,6251.599568,6251.599568
Realized & Unrealized Performance Summary,Data,Stocks,AVGO,0,0,0,0,0,0,0,0,2048.119685,0,2048.119685,2048.119685
Realized & Unrealized Performance Summary,Data,Stocks,AXP,0,0,0,272.35798,0,272.35798,0,0,0,0,0,272.35798
Realized & Unrealized Performance Summary,Data,Stocks,BAC,0,0,0,3697.3153594,0,3697.3153594,0,0,0,0,0,3697.3153594
Realized & Unrealized Performance Summary,Data,Stocks,BARCl,0,0,0,0,0,0,0,-54.97550066,0,0,-54.97550066,-54.97550066
Realized & Unrealized Performance Summary,Data,Stocks,BBJP,0,75.64423519,0,0,0,75.64423519,0,0,0,0,0,75.64423519
Realized & Unrealized Performance Summary,Data,Stocks,BNO,0,0,-65.3126669,0,0,-65.3126669,0,0,0,0,0,-65.3126669
Realized & Unrealized Performance Summary,Data,Stocks,BX,0,0,0,0,-460.6629158,-460.6629158,0,0,0,0,0,-460.6629158
Realized & Unrealized Performance Summary,Data,Stocks,CAT,0,0,0,0,0,0,0,0,1455.739895,0,1455.739895,1455.739895
Realized & Unrealized Performance Summary,Data,Stocks,CNUA,0,0,0,421.66413,0,421.66413,0,0,0,0,0,421.66413
Realized & Unrealized Performance Summary,Data,Stocks,CSCO,0,0,0,0,0,0,824.69956,0,0,0,824.69956,824.69956
Realized & Unrealized Performance Summary,Data,Stocks,DHI,0,0,0,0,0,0,0,-139.75204,0,0,-139.75204,-139.75204
Realized & Unrealized Performance Summary,Data,Stocks,DXJ,0,0,0,1781.04,0,1781.04,26.7,0,0,0,26.7,1807.74
Realized & Unrealized Performance Summary,Data,Stocks,EMXC,0,0,0,3093.07704683,0,3093.07704683,0,0,0,0,0,3093.07704683
Realized & Unrealized Performance Summary,Data,Stocks,GE,0,0,0,1371.97622772,0,1371.97622772,0,0,0,0,0,1371.97622772
Realized & Unrealized Performance Summary,Data,Stocks,GLD,0,0,0,0,0,0,106.3,-82.07251,0,0,24.22749,24.22749
Realized & Unrealized Performance Summary,Data,Stocks,IBM,0,0,-197.08465383,0,0,-197.08465383,0,0,0,0,0,-197.08465383
Realized & Unrealized Performance Summary,Data,Stocks,JPM,0,0,0,0,0,0,151.339982,-39.640018,0,0,111.699964,111.699964
Realized & Unrealized Performance Summary,Data,Stocks,LLY,0,0,0,0,0,0,0,-35.44192,952.731771,0,917.289851,917.289851
Realized & Unrealized Performance Summary,Data,Stocks,LRCX,0,0,0,8700.76900918,0,8700.76900918,0,0,0,0,0,8700.76900918
Realized & Unrealized Performance Summary,Data,Stocks,META,0,0,0,0,0,0,401.43398,0,0,0,401.43398,401.43398
Realized & Unrealized Performance Summary,Data,Stocks,MSFT,0,0,0,0,0,0,352.099991,0,227.794784,0,579.894775,579.894775
Realized & Unrealized Performance Summary,Data,Stocks,MU,0,0,0,0,0,0,211.984995,0,0,0,211.984995,211.984995
Realized & Unrealized Performance Summary,Data,Stocks,NFLX,0,0,-223.40804152,0,0,-223.40804152,0,0,0,0,0,-223.40804152
Realized & Unrealized Performance Summary,Data,Stocks,NOVOBc,0,0,0,0,0,0,0,-106.051,0,0,-106.051,-106.051
Realized & Unrealized Performance Summary,Data,Stocks,NVDA,0,0,0,0,0,0,480.199955,0,0,0,480.199955,480.199955
Realized & Unrealized Performance Summary,Data,Stocks,PICK,0,0,0,0,0,0,612.59976,0,0,0,612.59976,612.59976
Realized & Unrealized Performance Summary,Data,Stocks,POW,0,0,0,0,0,0,21.049865,-232.70021,0,0,-211.650345,-211.650345
Realized & Unrealized Performance Summary,Data,Stocks,PRYm,0,0,0,0,0,0,190.0524,0,0,0,190.0524,190.0524
Realized & Unrealized Performance Summary,Data,Stocks,QUTM,0,0,0,0,0,0,0,-84.5646,0,0,-84.5646,-84.5646
Realized & Unrealized Performance Summary,Data,Stocks,RACE,0,0,0,0,0,0,253.37997,0,0,0,253.37997,253.37997
Realized & Unrealized Performance Summary,Data,Stocks,RHM,0,0,0,0,0,0,162.85224,0,0,0,162.85224,162.85224
Realized & Unrealized Performance Summary,Data,Stocks,RYAAY,0,0,0,0,0,0,0,-433.450135,0,0,-433.450135,-433.450135
Realized & Unrealized Performance Summary,Data,Stocks,SE,0,0,0,0,0,0,385.809901,0,0,0,385.809901,385.809901
Realized & Unrealized Performance Summary,Data,Stocks,SHELL,0,0,0,0,0,0,12.015112728,0,2841.829708,0,2853.844820728,2853.844820728
Realized & Unrealized Performance Summary,Data,Stocks,SHELL.2DR,0,0,0,0,0,0,0,0,0,0,0,0
Realized & Unrealized Performance Summary,Data,Stocks,SIE,0,0,0,0,0,0,0,0,866.33672,0,866.33672,866.33672
Realized & Unrealized Performance Summary,Data,Stocks,SPOT,0,0,0,0,0,0,511.714974,0,0,0,511.714974,511.714974
Realized & Unrealized Performance Summary,Data,Stocks,SU,0,0,0,0,0,0,419.6264,0,0,0,419.6264,419.6264
Realized & Unrealized Performance Summary,Data,Stocks,TCEHY,0,0,0,0,0,0,0,-49.820002,0,0,-49.820002,-49.820002
Realized & Unrealized Performance Summary,Data,Stocks,TGT,0,1021.9838458,0,0,-95.8284238,926.155422,0,0,0,0,0,926.155422
Realized & Unrealized Performance Summary,Data,Stocks,TIP,0,0,0,0.63288446,0,0.63288446,0,0,0,0,0,0.63288446
Realized & Unrealized Performance Summary,Data,Stocks,TSM,0,0,0,0,0,0,0,0,13067.658084,0,13067.658084,13067.658084
Realized & Unrealized Performance Summary,Data,Stocks,URA,0,0,-54.34713843,0,0,-54.34713843,0,0,0,0,0,-54.34713843
Realized & Unrealized Performance Summary,Data,Stocks,UUl,0,0,0,0,0,0,48.70338,-201.503634,0,0,-152.800254,-152.800254
Realized & Unrealized Performance Summary,Data,Stocks,VHT,0,0,0,0,0,0,0,-93.120021,0,0,-93.120021,-93.120021
Realized & Unrealized Performance Summary,Data,Total,,0,1470.995661605,-1559.885081276,20787.141603958,-1266.837379728,19431.414804559,5785.743931194,-1553.094430206,27711.810215,0,31944.459715988,51375.874520547
Realized & Unrealized Performance Summary,Data,Forex,DKK,0,2.809149,-0.35775,0,0,2.451399,0.055027,0,0,0,0.055027,2.506426
Realized & Unrealized Performance Summary,Data,Forex,EUR,0,14.477532,-18.427242,0,0,-3.94971,0,0,0,0,0,-3.94971
Realized & Unrealized Performance Summary,Data,Forex,GBP,0,9.563297,-10.776864,0,0,-1.213567,0,0,0,0,0,-1.213567
Realized & Unrealized Performance Summary,Data,Forex,HKD,0,0,0,0,0,0,0.315755,-3.348475268,0,0,-3.032720268,-3.032720268
Realized & Unrealized Performance Summary,Data,Forex,JPY,0,1.799178,-14.678397,0,0,-12.879219,305.787946474,0,0,0,305.787946474,292.908727474
Realized & Unrealized Performance Summary,Data,Forex,TWD,0,0.389999,-0.035019,0,0,0.35498,0,0,0,0,0,0.35498
Realized & Unrealized Performance Summary,Data,Total,,0,29.039155,-44.275272,0,0,-15.236117,306.158728474,-3.348475268,0,0,302.810253206,287.574136206
Realized & Unrealized Performance Summary,Data,Total (All Assets),,0,1500.034816605,-1604.160353276,20787.141603958,-1266.837379728,19416.178687559,6091.902659669,-1556.442905474,27711.810215,0,32247.269969194,51663.448656754
Month & Year to Date Performance Summary,Header,Asset Category,Symbol,Description,Mark-to-Market MTD,Mark-to-Market YTD,Realized S/T MTD,Realized S/T YTD,Realized L/T MTD,Realized L/T YTD
Month & Year to Date Performance Summary,Data,Stocks,2890,SINOPAC FINANCIAL HOLDINGS,45.4124808,96.42349019,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,2890.SPO,SINOPAC FINANCIAL HOLDINGS - SPINOFF,0,-0.50107381,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,2914.T,JAPAN TOBACCO INC,71.8960242,492.73661368,0,0,0,1448.30896637
Month & Year to Date Performance Summary,Data,Stocks,3069,CHINAAMC HS BIOTECH,0,-182.39521782,0,-150.15792239,0,0
Month & Year to Date Performance Summary,Data,Stocks,3110,GLOBAL X HS HIGH DIV YIE,0,-66.66263936,0,22.0834845,0,0
Month & Year to Date Performance Summary,Data,Stocks,3416,GLOBAL X HSCEI COVERED CALL,0,-148.96231097,0,-272.45155402,0,0
Month & Year to Date Performance Summary,Data,Stocks,4543.T,TERUMO CORP,-243.76549,117.5000842,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,4568.T,DAIICHI SANKYO CO LTD,0,-939.37129934,0,-597.12310418,0,-710.34604013
Month & Year to Date Performance Summary,Data,Stocks,7203.T,TOYOTA MOTOR CORP,0,-379.97152415,0,146.1139335,0,0
Month & Year to Date Performance Summary,Data,Stocks,AAFl,AIRTEL AFRICA PLC,207.767372,105.295627,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,AEP,AMERICAN ELECTRIC POWER,0,212.41016262,0,205.17016262,0,0
Month & Year to Date Performance Summary,Data,Stocks,ANET,ARISTA NETWORKS INC,-8.76,240.639964,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,APH,AMPHENOL CORP-CL A,59.64,52.399964,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,ASML,ASML HOLDING NV-NY REG SHS,413.04,4206.72,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,AVGO,BROADCOM INC,-16.02,210.92,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,AXP,AMERICAN EXPRESS CO,0,-71.891915,0,0,0,272.35798
Month & Year to Date Performance Summary,Data,Stocks,BAC,BANK OF AMERICA CORP,0,589.43359143,0,0,0,3697.3153594
Month & Year to Date Performance Summary,Data,Stocks,BARCl,BARCLAYS PLC,6.291427,-54.42800593,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,BBJP,JPMORGAN BETABUILDERS JAPAN,0,75.64423519,0,75.64423519,0,0
Month & Year to Date Performance Summary,Data,Stocks,BNO,UNITED STATES BRENT OIL FUND,0,-65.3126669,0,-65.3126669,0,0
Month & Year to Date Performance Summary,Data,Stocks,BX,BLACKSTONE INC,0,-1594.5867498,0,0,0,-460.6629158
Month & Year to Date Performance Summary,Data,Stocks,CAT,CATERPILLAR INC,75.03,759.3,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,CNUA,UBS ETF MSCI CHINA A USD ACC,0,214.015374,0,0,0,421.66413
Month & Year to Date Performance Summary,Data,Stocks,CSCO,CISCO SYSTEMS INC,-26.4,661.55,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,DHI,DR HORTON INC,-80.12,-135.3020396,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,DXJ,WISDOMTREE JAPAN HEDGED EQ,-60.45,811.95813916,0,0,0,1781.04
Month & Year to Date Performance Summary,Data,Stocks,EMXC,ISHARES MSCI EMR MRK EX CHNA,0,2127.7896715,0,0,0,3093.07704683
Month & Year to Date Performance Summary,Data,Stocks,GE,GENERAL ELECTRIC,0,380.69647272,0,0,0,1371.97622772
Month & Year to Date Performance Summary,Data,Stocks,GLD,SPDR GOLD SHARES,-117.45,-47.9725105,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,IBM,INTL BUSINESS MACHINES CORP,0,-327.04454383,0,-197.08465383,0,0
Month & Year to Date Performance Summary,Data,Stocks,JPM,JPMORGAN CHASE & CO,-30.12,118.449964,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,LLY,ELI LILLY & CO,-154.25,120.0299949,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,LRCX,LAM RESEARCH CORP,0,5800.61911418,0,0,0,8700.76900918
Month & Year to Date Performance Summary,Data,Stocks,META,META PLATFORMS INC-CLASS A,263.29,401.4339808,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,MSFT,MICROSOFT CORP,-80.04,387.189991,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,MU,MICRON TECHNOLOGY INC,70.6,211.9849949,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,NFLX,NETFLIX INC,-1.72558806,-222.04804152,-40.19558806,-223.40804152,0,0
Month & Year to Date Performance Summary,Data,Stocks,NOVOBc,NOVO NORDISK A/S-B,-1.984755,-93.9584321,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,NVDA,NVIDIA CORP,74.25,480.199955,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,PICK,ISHARES MSCI GLOBAL METALS &,74.4,612.59976,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,POW,VISTASHA ELETRICAN SC ETF,119.6,-211.650345,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,PRYm,PRYSMIAN SPA,144.718425,185.106203,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,QUTM,VANECK QUANTUM COMPUTING ETF,43.247759,-81.641946,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,RACE,FERRARI NV,-166.6,253.37997,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,RHM,RHEINMETALL AG,-136.97824,154.67135,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,RYAAY,RYANAIR HOLDINGS PLC-SP ADR,-45,-433.450135,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SE,SEA LTD-ADR,-4.95,385.809901,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SHELL,SHELL PLC,371.639495,2140.764295,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SHELL.DDR,SHELL PLC - DIVIDEND RIGHTS,0,72.32178,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SHELL.DvR,SHELL PLC - DIVIDEND RIGHTS,0,74.916898,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SIE,SIEMENS AG-REG,-106.341935,310.352096,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SPOT,SPOTIFY TECHNOLOGY SA,-127.33,511.7149745,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SU,SCHNEIDER ELECTRIC SE,75.863255,402.44184,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,-98.94,-49.82000153,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,TGT,TARGET CORP,0,1377.706304,0,1021.9838458,0,-95.8284238
Month & Year to Date Performance Summary,Data,Stocks,TIP,ISHARES TIPS BOND ETF,0,76.49424946,0,0,0,0.63288446
Month & Year to Date Performance Summary,Data,Stocks,TSM,TAIWAN SEMICONDUCTOR-SP ADR,1065.6,6175,0,0,0,0
